key,original,translate,needCheck
items/armour/Death Mail,Death Mail,,
items/armour/Death Mantle,Death Mantle,,
items/armour/Death Mask,Death Mask,,
items/armour/Deathblow,Deathblow,,
items/armour/Deathrattle,Deathrattle,,
items/armour/Decorated Helm,Decorated Helm,,
items/armour/Decree of Acuity,Decree of Acuity,,
items/armour/Decree of Flight,Decree of Flight,,
items/armour/Decree of Loyalty,Decree of Loyalty,,
items/armour/Deerstalker Hood,Deerstalker Hood,,
items/armour/Deidbell,Deidbell,,
items/armour/Dekharan Crest Shield,Dekharan Crest Shield,,
items/armour/Demigod's Virtue,Demigod's Virtue,,
items/armour/Demon Stitcher,Demon Stitcher,,
items/armour/Descry Crest Shield,Descry Crest Shield,,
items/armour/Desert Buckler,Desert Buckler,,
items/armour/Desert Cap,Desert Cap,,
items/armour/Desert Circlet,Desert Circlet,,
items/armour/Detailed Mitts,Detailed Mitts,,
items/armour/Dionadair,Dionadair,,
items/armour/Divine Crown,Divine Crown,,
items/armour/Doedre's Tenure,Doedre's Tenure,,
items/armour/Domed Helm,Domed Helm,,
items/armour/Doomgate,Doomgate,,
items/armour/Doryani's Prototype,Doryani's Prototype,,
items/armour/Doubled Gauntlets,Doubled Gauntlets,,
items/armour/Dragonscale Boots,Dragonscale Boots,,
items/armour/Drakeskin Boots,Drakeskin Boots,,
items/armour/Dreadfist,Dreadfist,,
items/armour/Drillneck,Drillneck,,
items/armour/Druidic Circlet,Druidic Circlet,,
items/armour/Druidic Crown,Druidic Crown,,
items/armour/Druidic Focus,Druidic Focus,,
items/armour/Dunerunner Sandals,Dunerunner Sandals,,
items/armour/Dunkelhalt,Dunkelhalt,,
items/armour/Dustbloom,Dustbloom,,
items/armour/Edged Buckler,Edged Buckler,,
items/armour/Edyrn's Tusks,Edyrn's Tusks,,
items/armour/Effigial Tower Shield,Effigial Tower Shield,,
items/armour/Effigy of Cruelty,Effigy of Cruelty,,
items/armour/Elegant Greathelm,Elegant Greathelm,,
items/armour/Elegant Greaves,Elegant Greaves,,
items/armour/Elegant Mitts,Elegant Mitts,,
items/armour/Elegant Plate,Elegant Plate,,
items/armour/Elegant Slippers,Elegant Slippers,,
items/armour/Elegant Wraps,Elegant Wraps,,
items/armour/Elementalist Robe,Elementalist Robe,,
items/armour/Elevore,Elevore,,
items/armour/Elite Greathelm,Elite Greathelm,,
items/armour/Embellished Gloves,Embellished Gloves,,
items/armour/Emblem Crest Shield,Emblem Crest Shield,,
items/armour/Embossed Boots,Embossed Boots,,
items/armour/Embroidered Gloves,Embroidered Gloves,,
items/armour/Empire's Grasp,Empire's Grasp,,
items/armour/Enfolding Dawn,Enfolding Dawn,,
items/armour/Engraved Bracers,Engraved Bracers,,
items/armour/Engraved Crest Shield,Engraved Crest Shield,,
items/armour/Engraved Focus,Engraved Focus,,
items/armour/Engraved Helm,Engraved Helm,,
items/armour/Enlightened Robe,Enlightened Robe,,
items/armour/Erian's Cobble,Erian's Cobble,,
items/armour/Essentia Sanguis,Essentia Sanguis,,
items/armour/Evangelist Garb,Evangelist Garb,,
items/armour/Explorer Armour,Explorer Armour,,
items/armour/Exquisite Vest,Exquisite Vest,,
items/armour/Eyes of the Runefather,Eyes of the Runefather,,
items/armour/Ezomyte Peak,Ezomyte Peak,,
items/armour/Face Mask,Face Mask,,
items/armour/Facebreaker,Facebreaker,,
items/armour/Faithful Leggings,Faithful Leggings,,
items/armour/Falconer's Jacket,Falconer's Jacket,,
items/armour/Faridun Mask,Faridun Mask,,
items/armour/Feathered Fortress,Feathered Fortress,,
items/armour/Feathered Mitts,Feathered Mitts,,
items/armour/Feathered Raiment,Feathered Raiment,,
items/armour/Feathered Robe,Feathered Robe,,
items/armour/Feathered Sandals,Feathered Sandals,,
items/armour/Feathered Targe,Feathered Targe,,
items/armour/Feathered Tiara,Feathered Tiara,,
items/armour/Felt Cap,Felt Cap,,
items/armour/Fierce Greathelm,Fierce Greathelm,,
items/armour/Fine Bracers,Fine Bracers,,
items/armour/Fire Quiver,Fire Quiver,,
items/armour/Firm Bracers,Firm Bracers,,
items/armour/Flared Boots,Flared Boots,,
items/armour/Flax Sandals,Flax Sandals,,
items/armour/Flowing Raiment,Flowing Raiment,,
items/armour/Forbidden Gaze,Forbidden Gaze,,
items/armour/Forest Crown,Forest Crown,,
items/armour/Forgotten Warden,Forgotten Warden,,
items/armour/Fortress Sabatons,Fortress Sabatons,,
items/armour/Fortress Tower Shield,Fortress Tower Shield,,
items/armour/Foxshade,Foxshade,,
items/armour/Frayed Shoes,Frayed Shoes,,
items/armour/Freebooter Cap,Freebooter Cap,,
items/armour/Full Plate,Full Plate,,
items/armour/Fur Plate,Fur Plate,,
items/armour/Fur-lined Targe,Fur-lined Targe,,
items/armour/Furtive Wraps,Furtive Wraps,,
items/armour/Gamblesprint,Gamblesprint,,
items/armour/Garment,Garment,,
items/armour/Gauze Wraps,Gauze Wraps,,
items/armour/Geofri's Sanctuary,Geofri's Sanctuary,,
items/armour/Ghostmarch,Ghostmarch,,
items/armour/Ghostwrithe,Ghostwrithe,,
items/armour/Gilded Vestments,Gilded Vestments,,
items/armour/Glacial Fortress,Glacial Fortress,,
items/armour/Gladiatorial Helm,Gladiatorial Helm,,
items/armour/Gleaming Cuffs,Gleaming Cuffs,,
items/armour/Glimpse of Chaos,Glimpse of Chaos,,
items/armour/Gloamgown,Gloamgown,,
items/armour/Gloomform,Gloomform,,
items/armour/Glowering Crest Shield,Glowering Crest Shield,,
items/armour/Gold Circlet,Gold Circlet,,
items/armour/Gold Gloves,Gold Gloves,,
items/armour/Goldcast Cuffs,Goldcast Cuffs,,
items/armour/Golden Mail,Golden Mail,,
items/armour/Golden Targe,Golden Targe,,
items/armour/Golden Visage,Golden Visage,,
items/armour/Goldrim,Goldrim,,
items/armour/Goldwork Sabatons,Goldwork Sabatons,,
items/armour/Goldworked Tower Shield,Goldworked Tower Shield,,
items/armour/Grand Bracers,Grand Bracers,,
items/armour/Grand Cuisses,Grand Cuisses,,
items/armour/Grand Manchettes,Grand Manchettes,,
items/armour/Grand Regalia,Grand Regalia,,
items/armour/Grand Visage,Grand Visage,,
items/armour/Grasping Mail,Grasping Mail,,
items/armour/Gravebind,Gravebind,,
items/armour/Greed's Embrace,Greed's Embrace,,
items/armour/Greymake,Greymake,,
items/armour/Grim Gloves,Grim Gloves,,
items/armour/Grinning Mask,Grinning Mask,,
items/armour/Grip of Winter,Grip of Winter,,
items/armour/Guarded Helm,Guarded Helm,,
items/armour/Gutspike Buckler,Gutspike Buckler,,
items/armour/Hallowed Crown,Hallowed Crown,,
items/armour/Hallowed Focus,Hallowed Focus,,
items/armour/Hand of Wisdom and Action,Hand of Wisdom and Action,,
items/armour/Hardwood Targe,Hardwood Targe,,
items/armour/Hateforge,Hateforge,,
items/armour/Hatungo Garb,Hatungo Garb,,
items/armour/Havoc Raiment,Havoc Raiment,,
items/armour/Hawker's Jacket,Hawker's Jacket,,
items/armour/Heartcarver Mantle,Heartcarver Mantle,,
items/armour/Heatshiver,Heatshiver,,
items/armour/Heavy Crown,Heavy Crown,,
items/armour/Heavy Plate,Heavy Plate,,
items/armour/Heirloom Cuffs,Heirloom Cuffs,,
items/armour/Heraldric Tower Shield,Heraldric Tower Shield,,
items/armour/Hermit Garb,Hermit Garb,,
items/armour/Heroic Armour,Heroic Armour,,
items/armour/Hewn Mask,Hewn Mask,,
items/armour/Hexer's Robe,Hexer's Robe,,
items/armour/Homeguard Greathelm,Homeguard Greathelm,,
items/armour/Hooded Mask,Hooded Mask,,
items/armour/Horned Crown,Horned Crown,,
items/armour/Horns of Bynden,Horns of Bynden,,
items/armour/Horror's Flight,Horror's Flight,,
items/armour/Hunter Hood,Hunter Hood,,
items/armour/Hunting Bracers,Hunting Bracers,,
items/armour/Hunting Coat,Hunting Coat,,
items/armour/Hunting Shoes,Hunting Shoes,,
items/armour/Hyrri's Ire,Hyrri's Ire,,
items/armour/Icetomb,Icetomb,,
items/armour/Idle Hands,Idle Hands,,
items/armour/Imperial Greathelm,Imperial Greathelm,,
items/armour/Indigon,Indigon,,
items/armour/Innsmouth,Innsmouth,,
items/armour/Inquisitor Crown,Inquisitor Crown,,
items/armour/Intricate Crest Shield,Intricate Crest Shield,,
items/armour/Intricate Gloves,Intricate Gloves,,
items/armour/Iron Buckler,Iron Buckler,,
items/armour/Iron Crown,Iron Crown,,
items/armour/Iron Cuirass,Iron Cuirass,,
items/armour/Iron Greaves,Iron Greaves,,
items/armour/Ironclad Vestments,Ironclad Vestments,,
items/armour/Irongrasp,Irongrasp,,
items/armour/Ironmail Gauntlets,Ironmail Gauntlets,,
items/armour/Ironride,Ironride,,
items/armour/Ironwood Targe,Ironwood Targe,,
items/armour/Itinerant Jacket,Itinerant Jacket,,
items/armour/Jade Tiara,Jade Tiara,,
items/armour/Jarngreipr,Jarngreipr,,
items/armour/Jewelled Gloves,Jewelled Gloves,,
items/armour/Jingling Buckler,Jingling Buckler,,
items/armour/Jingling Crest Shield,Jingling Crest Shield,,
items/armour/Jingling Focus,Jingling Focus,,
items/armour/Juggernaut Plate,Juggernaut Plate,,
items/armour/Jungle Tiara,Jungle Tiara,,
items/armour/Kalguuran Cuffs,Kalguuran Cuffs,,
items/armour/Kaltenhalt,Kaltenhalt,,
items/armour/Kamasan Tiara,Kamasan Tiara,,
items/armour/Kaom's Heart,Kaom's Heart,,
items/armour/Keeper of the Arc,Keeper of the Arc,,
items/armour/Keth Raiment,Keth Raiment,,
items/armour/Killjoy,Killjoy,,
items/armour/Kingsguard,Kingsguard,,
items/armour/Kitoko's Current,Kitoko's Current,,
items/armour/Knight Armour,Knight Armour,,
items/armour/Knightly Mitts,Knightly Mitts,,
items/armour/Lace Hood,Lace Hood,,
items/armour/Laced Boots,Laced Boots,,
items/armour/Laced Sandals,Laced Sandals,,
items/armour/Lamellar Mail,Lamellar Mail,,
items/armour/Laminate Buckler,Laminate Buckler,,
items/armour/Lattice Sandals,Lattice Sandals,,
items/armour/Layered Gauntlets,Layered Gauntlets,,
items/armour/Layered Vest,Layered Vest,,
items/armour/Leather Buckler,Leather Buckler,,
items/armour/Leather Vest,Leather Vest,,
items/armour/Leatherbound Hood,Leatherbound Hood,,
items/armour/Leer Cast,Leer Cast,,
items/armour/Legionstride,Legionstride,,
items/armour/Leopold's Applause,Leopold's Applause,,
items/armour/Leyline Focus,Leyline Focus,,
items/armour/Lightning Coil,Lightning Coil,,
items/armour/Linen Wraps,Linen Wraps,,
items/armour/Lionheart Greaves,Lionheart Greaves,,
items/armour/Lizardscale Boots,Lizardscale Boots,,
items/armour/Lizardscale Coat,Lizardscale Coat,,
items/armour/Lochtonial Caress,Lochtonial Caress,,
items/armour/Loreweave,Loreweave,,
items/armour/Luminous Pace,Luminous Pace,,
items/armour/Luxurious Robe,Luxurious Robe,,
items/armour/Luxurious Slippers,Luxurious Slippers,,
items/armour/Lycosidae,Lycosidae,,
items/armour/Magus Tiara,Magus Tiara,,
items/armour/Mahuxotl's Machination,Mahuxotl's Machination,,
items/armour/Mail Sabatons,Mail Sabatons,,
items/armour/Mail Vestments,Mail Vestments,,
items/armour/Mailed Crown,Mailed Crown,,
items/armour/Maligaro's Virtuosity,Maligaro's Virtuosity,,
items/armour/Mammoth Targe,Mammoth Targe,,
items/armour/Mantled Mail,Mantled Mail,,
items/armour/Marabout Garb,Marabout Garb,,
items/armour/Maraketh Cuirass,Maraketh Cuirass,,
items/armour/Martyr Crown,Martyr Crown,,
items/armour/Mask of the Sanguimancer,Mask of the Sanguimancer,,
items/armour/Mask of the Stitched Demon,Mask of the Stitched Demon,,
items/armour/Masked Greathelm,Masked Greathelm,,
items/armour/Massive Mitts,Massive Mitts,,
items/armour/Mercenary Greathelm,Mercenary Greathelm,,
items/armour/Mercenary Targe,Mercenary Targe,,
items/armour/Merit of Service,Merit of Service,,
items/armour/Metalworked Tower Shield,Metalworked Tower Shield,,
items/armour/Mind of the Council,Mind of the Council,,
items/armour/Morior Invictus,Morior Invictus,,
items/armour/Moulded Mitts,Moulded Mitts,,
items/armour/Murkshaft,Murkshaft,,
items/armour/Myris Uxor,Myris Uxor,,
items/armour/Mystic Raiment,Mystic Raiment,,
items/armour/Narrow Hood,Narrow Hood,,
items/armour/Necromantle,Necromantle,,
items/armour/Nightfall,Nightfall,,
items/armour/Nightscale,Nightscale,,
items/armour/Noble Greathelm,Noble Greathelm,,
items/armour/Noble Sabatons,Noble Sabatons,,
items/armour/Noble Tower Shield,Noble Tower Shield,,
items/armour/Nocturne,Nocturne,,
items/armour/Northpaw,Northpaw,,
items/armour/Oak Buckler,Oak Buckler,,
items/armour/Oak Mask,Oak Mask,,
items/armour/Oaksworn,Oaksworn,,
items/armour/Obern's Bastion,Obern's Bastion,,
items/armour/Occultist Mantle,Occultist Mantle,,
items/armour/Oiled Jacket,Oiled Jacket,,
items/armour/Omen Crest Shield,Omen Crest Shield,,
items/armour/Ominous Gloves,Ominous Gloves,,
items/armour/Opulent Gloves,Opulent Gloves,,
items/armour/Ornate Buckler,Ornate Buckler,,
items/armour/Ornate Cuffs,Ornate Cuffs,,
items/armour/Ornate Gauntlets,Ornate Gauntlets,,
items/armour/Ornate Greaves,Ornate Greaves,,
items/armour/Ornate Mitts,Ornate Mitts,,
items/armour/Ornate Plate,Ornate Plate,,
items/armour/Ornate Ringmail,Ornate Ringmail,,
items/armour/Padded Leggings,Padded Leggings,,
items/armour/Painted Buckler,Painted Buckler,,
items/armour/Painted Crest Shield,Painted Crest Shield,,
items/armour/Painted Tower Shield,Painted Tower Shield,,
items/armour/Painter's Servant,Painter's Servant,,
items/armour/Paragon Greathelm,Paragon Greathelm,,
items/armour/Pariah Mask,Pariah Mask,,
items/armour/Pariah's Embrace,Pariah's Embrace,,
items/armour/Patchwork Vest,Patchwork Vest,,
items/armour/Pathfinder Coat,Pathfinder Coat,,
items/armour/Pauascale Gloves,Pauascale Gloves,,
items/armour/Pearl Buckler,Pearl Buckler,,
items/armour/Pelage Targe,Pelage Targe,,
items/armour/Pelt Leggings,Pelt Leggings,,
items/armour/Pelt Mantle,Pelt Mantle,,
items/armour/Penetrating Quiver,Penetrating Quiver,,
items/armour/Perfidy,Perfidy,,
items/armour/Pilgrim Vestments,Pilgrim Vestments,,
items/armour/Plaguefinger,Plaguefinger,,
items/armour/Plate Gauntlets,Plate Gauntlets,,
items/armour/Plated Buckler,Plated Buckler,,
items/armour/Plated Greaves,Plated Greaves,,
items/armour/Plated Mitts,Plated Mitts,,
items/armour/Plated Raiment,Plated Raiment,,
items/armour/Plated Vestments,Plated Vestments,,
items/armour/Plumed Focus,Plumed Focus,,
items/armour/Polished Bracers,Polished Bracers,,
items/armour/Polished Targe,Polished Targe,,
items/armour/Powertread,Powertread,,
items/armour/Pragmatism,Pragmatism,,
items/armour/Prayers for Rain,Prayers for Rain,,
items/armour/Primal Markings,Primal Markings,,
items/armour/Primed Quiver,Primed Quiver,,
items/armour/Prism Guardian,Prism Guardian,,
items/armour/Quartered Crest Shield,Quartered Crest Shield,,
items/armour/Quatl's Molt,Quatl's Molt,,
items/armour/Queen of the Forest,Queen of the Forest,,
items/armour/Quickslip Shoes,Quickslip Shoes,,
items/armour/Quilted Vest,Quilted Vest,,
items/armour/Radiant Grief,Radiant Grief,,
items/armour/Raider Plate,Raider Plate,,
items/armour/Rambler Jacket,Rambler Jacket,,
items/armour/Rampart Tower Shield,Rampart Tower Shield,,
items/armour/Rathpith Globe,Rathpith Globe,,
items/armour/Rawhide Boots,Rawhide Boots,,
items/armour/Rearguard,Rearguard,,
items/armour/Redblade Banner,Redblade Banner,,
items/armour/Redflare Conduit,Redflare Conduit,,
items/armour/Reefsteel Greaves,Reefsteel Greaves,,
items/armour/Refined Bracers,Refined Bracers,,
items/armour/Revered Vestments,Revered Vestments,,
items/armour/Reverie,Reverie,,
items/armour/Rhoahide Coat,Rhoahide Coat,,
items/armour/Ridged Buckler,Ridged Buckler,,
items/armour/Riding Coat,Riding Coat,,
items/armour/Ring Mail,Ring Mail,,
items/armour/Ringed Buckler,Ringed Buckler,,
items/armour/Ringmail Gauntlets,Ringmail Gauntlets,,
items/armour/Rise of the Phoenix,Rise of the Phoenix,,
items/armour/River Raiment,River Raiment,,
items/armour/Riveted Mitts,Riveted Mitts,,
items/armour/Rogue Armour,Rogue Armour,,
items/armour/Rondel de Ezo,Rondel de Ezo,,
items/armour/Rope Cuffs,Rope Cuffs,,
items/armour/Rotted Hood,Rotted Hood,,
items/armour/Rough Greaves,Rough Greaves,,
items/armour/Royal Tower Shield,Royal Tower Shield,,
items/armour/Rugged Cuirass,Rugged Cuirass,,
items/armour/Runed Focus,Runed Focus,,
items/armour/Runefather's Grasping Mail,Runefather's Grasping Mail,,
items/armour/Runeforged Adherent Cuffs,Runeforged Adherent Cuffs,,
items/armour/Runeforged Adherent's Raiment,Runeforged Adherent's Raiment,,
items/armour/Runeforged Adorned Wraps,Runeforged Adorned Wraps,,
items/armour/Runeforged Aged Cuffs,Runeforged Aged Cuffs,,
items/armour/Runeforged Altar Robe,Runeforged Altar Robe,,
items/armour/Runeforged Ancestor Tower Shield,Runeforged Ancestor Tower Shield,,
items/armour/Runeforged Ancestral Mail,Runeforged Ancestral Mail,,
items/armour/Runeforged Ancestral Tiara,Runeforged Ancestral Tiara,,
items/armour/Runeforged Anchorite Garb,Runeforged Anchorite Garb,,
items/armour/Runeforged Ancient Buckler,Runeforged Ancient Buckler,,
items/armour/Runeforged Ancient Cuffs,Runeforged Ancient Cuffs,,
items/armour/Runeforged Ancient Mitts,Runeforged Ancient Mitts,,
items/armour/Runeforged Antler Focus,Runeforged Antler Focus,,
items/armour/Runeforged Apostle Leggings,Runeforged Apostle Leggings,,
items/armour/Runeforged Arrayed Focus,Runeforged Arrayed Focus,,
items/armour/Runeforged Ascetic Garb,Runeforged Ascetic Garb,,
items/armour/Runeforged Austere Garb,Runeforged Austere Garb,,
items/armour/Runeforged Avian Mask,Runeforged Avian Mask,,
items/armour/Runeforged Avian Targe,Runeforged Avian Targe,,
items/armour/Runeforged Barbed Bracers,Runeforged Barbed Bracers,,
items/armour/Runeforged Baroque Gloves,Runeforged Baroque Gloves,,
items/armour/Runeforged Baroque Targe,Runeforged Baroque Targe,,
items/armour/Runeforged Barricade Tower Shield,Runeforged Barricade Tower Shield,,
items/armour/Runeforged Bastion Sabatons,Runeforged Bastion Sabatons,,
items/armour/Runeforged Beaded Circlet,Runeforged Beaded Circlet,,
items/armour/Runeforged Blacksteel Crest Shield,Runeforged Blacksteel Crest Shield,,
items/armour/Runeforged Blacksteel Gauntlets,Runeforged Blacksteel Gauntlets,,
